2.500000e-04
5.000000
0.000135
60.000000
120.000000
#
1.570796, 0.000000, 
1.570795, 0.001963, 
1.570791, 0.003927, 
1.570785, 0.005890, 
1.570777, 0.007854, 
1.570766, 0.009817, 
1.570752, 0.011781, 
1.570736, 0.013744, 
1.570718, 0.015708, 
1.570697, 0.017671, 
1.570674, 0.019634, 
1.570648, 0.021598, 
1.570620, 0.023561, 
1.570589, 0.025524, 
1.570556, 0.027488, 
1.570520, 0.029451, 
1.570482, 0.031414, 
1.570442, 0.033377, 
1.570399, 0.035340, 
1.570353, 0.037303, 
1.570305, 0.039266, 
1.570255, 0.041229, 
1.570202, 0.043191, 
1.570147, 0.045154, 
1.570090, 0.047117, 
1.570029, 0.049079, 
1.569967, 0.051042, 
1.569902, 0.053004, 
1.569834, 0.054967, 
1.569764, 0.056929, 
1.569692, 0.058891, 
1.569617, 0.060853, 
1.569540, 0.062815, 
1.569460, 0.064777, 
1.569378, 0.066739, 
1.569293, 0.068700, 
1.569206, 0.070662, 
1.569117, 0.072623, 
1.569025, 0.074585, 
1.568930, 0.076546, 
1.568833, 0.078507, 
1.568734, 0.080468, 
1.568632, 0.082429, 
1.568528, 0.084390, 
1.568421, 0.086350, 
1.568312, 0.088311, 
1.568200, 0.090271, 
1.568086, 0.092231, 
1.567970, 0.094191, 
1.567851, 0.096151, 
1.567729, 0.098111, 
1.567606, 0.100070, 
1.567479, 0.102030, 
1.567350, 0.103989, 
1.567219, 0.105948, 
1.567086, 0.107907, 
1.566949, 0.109866, 
1.566811, 0.111825, 
1.566670, 0.113783, 
1.566526, 0.115741, 
1.566381, 0.117699, 
1.566232, 0.119657, 
1.566081, 0.121615, 
1.565928, 0.123572, 
1.565772, 0.125530, 
1.565614, 0.127487, 
1.565454, 0.129444, 
1.565291, 0.131400, 
1.565125, 0.133357, 
1.564957, 0.135313, 
1.564787, 0.137269, 
1.564614, 0.139225, 
1.564439, 0.141181, 
1.564261, 0.143136, 
1.564081, 0.145092, 
1.563898, 0.147047, 
1.563713, 0.149001, 
1.563526, 0.150956, 
1.563336, 0.152910, 
1.563144, 0.154864, 
1.562949, 0.156818, 
1.562752, 0.158772, 
1.562552, 0.160725, 
1.562350, 0.162678, 
1.562145, 0.164631, 
1.561938, 0.166583, 
1.561729, 0.168536, 
1.561517, 0.170488, 
1.561303, 0.172439, 
1.561086, 0.174391, 
1.560867, 0.176342, 
1.560645, 0.178293, 
1.560421, 0.180244, 
1.560194, 0.182194, 
1.559965, 0.184144, 
1.559734, 0.186094, 
1.559500, 0.188043, 
1.559264, 0.189993, 
1.559025, 0.191942, 
1.558784, 0.193890, 
1.558540, 0.195839, 
1.558294, 0.197787, 
1.558046, 0.199734, 
1.557795, 0.201682, 
1.557542, 0.203629, 
1.557286, 0.205576, 
1.557028, 0.207522, 
1.556767, 0.209468, 
1.556504, 0.211414, 
1.556239, 0.213359, 
1.555971, 0.215305, 
1.555700, 0.217249, 
1.555428, 0.219194, 
1.555152, 0.221138, 
1.554875, 0.223082, 
1.554595, 0.225025, 
1.554312, 0.226968, 
1.554027, 0.228911, 
1.553740, 0.230853, 
1.553450, 0.232795, 
1.553158, 0.234737, 
1.552863, 0.236678, 
1.552566, 0.238619, 
1.552267, 0.240560, 
1.551965, 0.242500, 
1.551661, 0.244439, 
1.551354, 0.246379, 
1.551045, 0.248318, 
1.550733, 0.250256, 
1.550419, 0.252195, 
1.550103, 0.254133, 
1.549784, 0.256070, 
1.549462, 0.258007, 
1.549139, 0.259944, 
1.548812, 0.261880, 
1.548484, 0.263816, 
1.548153, 0.265751, 
1.547820, 0.267686, 
1.547484, 0.269621, 
1.547145, 0.271555, 
1.546805, 0.273488, 
1.546462, 0.275422, 
1.546116, 0.277355, 
1.545768, 0.279287, 
1.545418, 0.281219, 
1.545065, 0.283151, 
1.544710, 0.285082, 
1.544353, 0.287012, 
1.543993, 0.288943, 
1.543630, 0.290872, 
1.543265, 0.292802, 
1.542898, 0.294730, 
1.542529, 0.296659, 
1.542157, 0.298587, 
1.541782, 0.300514, 
1.541405, 0.302441, 
1.541026, 0.304368, 
1.540644, 0.306294, 
1.540260, 0.308219, 
1.539874, 0.310144, 
1.539485, 0.312069, 
1.539094, 0.313993, 
1.538700, 0.315917, 
1.538304, 0.317840, 
1.537905, 0.319763, 
1.537504, 0.321685, 
1.537101, 0.323606, 
1.536695, 0.325527, 
1.536287, 0.327448, 
1.535877, 0.329368, 
1.535464, 0.331288, 
1.535049, 0.333207, 
1.534631, 0.335125, 
1.534211, 0.337043, 
1.533788, 0.338961, 
1.533363, 0.340878, 
1.532936, 0.342794, 
1.532506, 0.344710, 
1.532074, 0.346626, 
1.531640, 0.348540, 
1.531203, 0.350455, 
1.530764, 0.352368, 
1.530322, 0.354282, 
1.529878, 0.356194, 
1.529432, 0.358106, 
1.528983, 0.360018, 
1.528532, 0.361929, 
1.528078, 0.363839, 
1.527622, 0.365749, 
1.527164, 0.367658, 
1.526703, 0.369567, 
1.526240, 0.371475, 
1.525774, 0.373382, 
1.525306, 0.375289, 
1.524836, 0.377196, 
1.524363, 0.379101, 
1.523888, 0.381007, 
1.523411, 0.382911, 
1.522931, 0.384815, 
1.522449, 0.386718, 
1.521964, 0.388621, 
1.521477, 0.390523, 
1.520988, 0.392425, 
1.520496, 0.394326, 
1.520002, 0.396226, 
1.519505, 0.398126, 
1.519007, 0.400025, 
1.518505, 0.401923, 
1.518002, 0.403821, 
1.517496, 0.405718, 
1.516988, 0.407615, 
1.516477, 0.409511, 
1.515964, 0.411406, 
1.515448, 0.413301, 
1.514931, 0.415195, 
1.514410, 0.417088, 
1.513888, 0.418981, 
1.513363, 0.420873, 
1.512836, 0.422764, 
1.512306, 0.424655, 
1.511774, 0.426545, 
1.511240, 0.428434, 
1.510703, 0.430323, 
1.510164, 0.432211, 
1.509622, 0.434098, 
1.509079, 0.435985, 
1.508532, 0.437871, 
1.507984, 0.439756, 
1.507433, 0.441641, 
1.506880, 0.443525, 
1.506324, 0.445408, 
1.505766, 0.447291, 
1.505206, 0.449173, 
1.504643, 0.451054, 
1.504078, 0.452934, 
1.503511, 0.454814, 
1.502941, 0.456693, 
1.502369, 0.458571, 
1.501795, 0.460449, 
1.501218, 0.462326, 
1.500639, 0.464202, 
1.500058, 0.466077, 
1.499474, 0.467952, 
1.498888, 0.469826, 
1.498299, 0.471699, 
1.497708, 0.473572, 
1.497115, 0.475444, 
1.496520, 0.477315, 
1.495922, 0.479185, 
1.495322, 0.481055, 
1.494719, 0.482923, 
1.494115, 0.484791, 
1.493507, 0.486659, 
1.492898, 0.488525, 
1.492286, 0.490391, 
1.491672, 0.492256, 
1.491056, 0.494120, 
1.490437, 0.495983, 
1.489816, 0.497846, 
1.489192, 0.499708, 
1.488566, 0.501569, 
1.487938, 0.503429, 
1.487308, 0.505289, 
1.486675, 0.507148, 
1.486040, 0.509006, 
1.485402, 0.510863, 
1.484763, 0.512719, 
1.484121, 0.514575, 
1.483476, 0.516429, 
1.482830, 0.518283, 
1.482181, 0.520136, 
1.481529, 0.521989, 
1.480876, 0.523840, 
1.480220, 0.525691, 
1.479561, 0.527541, 
1.478901, 0.529390, 
1.478238, 0.531238, 
1.477573, 0.533085, 
1.476905, 0.534932, 
1.476235, 0.536778, 
1.475563, 0.538623, 
1.474889, 0.540467, 
1.474212, 0.542310, 
1.473533, 0.544152, 
1.472852, 0.545994, 
1.472168, 0.547834, 
1.471482, 0.549674, 
1.470794, 0.551513, 
1.470103, 0.553351, 
1.469410, 0.555188, 
1.468715, 0.557025, 
1.468018, 0.558860, 
1.467318, 0.560695, 
1.466616, 0.562528, 
1.465912, 0.564361, 
1.465205, 0.566193, 
1.464496, 0.568024, 
1.463785, 0.569854, 
1.463072, 0.571684, 
1.462356, 0.573512, 
1.461638, 0.575340, 
1.460918, 0.577166, 
1.460195, 0.578992, 
1.459470, 0.580817, 
1.458743, 0.582641, 
1.458014, 0.584463, 
1.457282, 0.586286, 
1.456548, 0.588107, 
1.455812, 0.589927, 
1.455073, 0.591746, 
1.454332, 0.593565, 
1.453589, 0.595382, 
1.452844, 0.597199, 
1.452096, 0.599014, 
1.451346, 0.600829, 
1.450594, 0.602643, 
1.449840, 0.604455, 
1.449083, 0.606267, 
1.448324, 0.608078, 
1.447563, 0.609888, 
1.446799, 0.611697, 
1.446033, 0.613505, 
1.445265, 0.615312, 
1.444495, 0.617118, 
1.443723, 0.618923, 
1.442948, 0.620727, 
1.442171, 0.622531, 
1.441392, 0.624333, 
1.440610, 0.626134, 
1.439826, 0.627934, 
1.439040, 0.629734, 
1.438252, 0.631532, 
1.437461, 0.633329, 
1.436669, 0.635126, 
1.435874, 0.636921, 
1.435076, 0.638715, 
1.434277, 0.640509, 
1.433475, 0.642301, 
1.432671, 0.644092, 
1.431865, 0.645883, 
1.431056, 0.647672, 
1.430246, 0.649460, 
1.429433, 0.651248, 
1.428617, 0.653034, 
1.427800, 0.654819, 
1.426980, 0.656603, 
1.426159, 0.658387, 
1.425334, 0.660169, 
1.424508, 0.661950, 
1.423680, 0.663730, 
1.422849, 0.665509, 
1.422016, 0.667287, 
1.421181, 0.669064, 
1.420343, 0.670840, 
1.419503, 0.672615, 
1.418662, 0.674389, 
1.417818, 0.676162, 
1.416971, 0.677933, 
1.416123, 0.679704, 
1.415272, 0.681474, 
1.414419, 0.683242, 
1.413564, 0.685010, 
1.412706, 0.686776, 
1.411847, 0.688542, 
1.410985, 0.690306, 
1.410121, 0.692069, 
1.409255, 0.693831, 
1.408387, 0.695592, 
1.407516, 0.697352, 
1.406643, 0.699111, 
1.405768, 0.700869, 
1.404891, 0.702625, 
1.404012, 0.704381, 
1.403130, 0.706135, 
1.402246, 0.707889, 
1.401360, 0.709641, 
1.400472, 0.711392, 
1.399582, 0.713142, 
